Title,ShortTitle,CallNumber,CatalogedGenre,Facsimile,TPDate,DateCert,CatalogedDate,MapDate,TPCity,LocationFromImprint,CatalogedCity,RegularizedStreetAddress,GeoCodeAddress,GeoLat,GeoLong,LicenseStatement,Registration,Author,Printer,Bookseller,Publisher,Contributor,Compiler,Reprint,Edition,Archive,Link
Account of several remarkable earthquakes which have happened in various quarters of the world ,,104185312,Curiosities and wonders,Y,1800,verified,1799,1799-01-01,Glasgow,Saltmarket,Glasgow,"Saltmarket, Glasgow, Scotland","Saltmarket, Glasgow, Scotland, United Kingdom",55.853215,-4.246796,,,,J. & M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185312
"Wedding-ring, fit for the finger, or, The salve of divinity on the sore of humanity ",,104185291,Religion & morality,Y,1799,verified,1799,1799-01-01,Glasgow,Saltmarket,Glasgow,"Saltmarket, Glasgow, Scotland","Saltmarket, Glasgow, Scotland, United Kingdom",55.853215,-4.246796,,,William Secker,J. & M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185291
"The witty and entertaining exploits of George Buchanan, who was commonly called, the King's Fool. The whole six parts Complete. To which is added, Witty and Entertaining Jests, &c",The witty and entertaining exploits of George Buchanan,,,Y,MDCCLXXVII,verified,1777,1777-01-01,Glasgow,,Glasgow,"Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,,J. and J. Robertson,J. and J. Robertson,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CW0111561027/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=5c5f8d30&pg=1
"An account of the last words of Christian Kerr; who died at Edinburgh, the 4th of Feb. 1702, in the 11th year of her age. Shewing, How much she was ravished with the assurance of her Interest in Christ, and the hope of Heaven. There is added, a Conclusion, containing the Use and Improvement of what is related. By Mr. Archibald Deans, Minister of the Gospel at Bowden",An account of the last words of Christian Kerr,,,Y,MDCCLXXVII,verified,1777,1777-01-01,Glasgow,,Glasgow,"Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,Archibald Deans,J. and J. Robertson,J. and J. Robertson,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CW0107757950/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=51b30118&pg=1
"The famous history of Valentine and Orson, the two sons of the Emperor of Greece",The famous history of Valentine and Orson,,,Y,MDCCLXXVIII,verified,1778,1778-01-01,London,"No. 28, Pater-Noster-Row",London,"28 Pater-Noster-Row, London, England","Paternoster Row, London, England, United Kingdom",51.51456,-0.097175,,,,,J. Bew,,,,,Twenty-First,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CW0116377740/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=b5cb6612&pg=3
"The monk and the Miller's Wife: or, All parties pleas'd, an unco' tale. By Allan Ramsay",,,,Y,"M,DCC,LXXIX",verified,1779,1779-01-01,Glasgow,,Glasgow,"Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,Allan Ramsay,J. and J. Robertson,J. and J. Robertson,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CB0126648241/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=3dcb8403&pg=1
"The history of Mr. John Winchcomb, alias Jack of Newbury, the famous and worthy clothier of England: Containing His Life; Acts of Hospitality; and his keeping Five Hundred poor People employed, to the great Benefit of the Community, &c",The history of Mr. John Winchcomb,,,Y,,circa,1780,1780-01-01,,on the Bridge,,,,,,,,,J. Willis,J. Willis,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CW0109636695/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=34deea7b&pg=1
"The comical sayings of Pady from Cork. Being a elegant conference between English Tom, and Irish Teague",The comical sayings of Pady from Cork,,,Y,,circa,1780,1780-01-01,Cirencester,,Cirencester,"Cirencester, England","Cirencester, England, United Kingdom",51.71506,-1.981535,,,,Samuel Rudder,Samuel Rudder,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CW0110579824/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=8f2cce24&pg=1
"The mad pranks of Tom Tram, son in law to Mother Winter. Together with his merry jests, odd conceits, and pleasant tales, very delightful to read. Part the first","The mad pranks of Tom Tram, son in law to Mother Winter",,,Y,,circa,1780,1780-01-01,London,"Aldermary Church-Yard, Bow Lane, London",London,"Aldermary Church-Yard, Bow Lane, London, England, London, England","Aldermary Road, London, England, United Kingdom",51.41076,0.015634,,,,,,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CW0113469347/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=f2387db2&pg=1
"A strange and wonderful relation of the old woman That was drowned at Ratcliff-Highway, a fortnight ago. Whereunto is added the old woman's legacies, a little before her death. Part the second",A strange and wonderful relation of the old woman That was drowned at Ratcliff-Highway,,,Y,,circa,1780,1780-01-01,London,"Stonecutter-Street, Fleet-Market",London,"Stonecutter-Street, Fleet-Market, London, England","Stonecutter-Street, Fleet-Market, London, England",51.516111,-0.105,,,,,,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CW0115796303/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=a5f0d143&pg=1
"Tom Long, the carrier","Tom Long, the carrier",,,Y,,circa,1780,1780-01-01,,"Sympson's warehouse in Stonecutter street, Fleet-Market",London,"Stonecutter street, Fleet-Market, London, England","Stonecutter Street, London, England, United Kingdom",51.515724,-0.10543,,,,,,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CW0115796380/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=b49a845b&pg=2
"The mad pranks of Tom Tram, Son in Law to Mother Winter. Together with his merry jests, odd conceits, and pleasant tales, very delightful to read. Part the third","The mad pranks of Tom Tram, Son in Law to Mother Winter",,,Y,,circa,1780,1780-01-01,London,"Aldermary Church-Yard, Bow Lane, London",London,"Aldermary Church-Yard, Bow Lane, London, England","Bow Lane, London, England, United Kingdom",51.604098,-0.178272,,,,,,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CW0116612631/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=5dc7ebcb&pg=1
"The mad pranks of Tom Tram, Son in Law to Mother Winter. Together with his merry jests, odd conceits, and pleasant tales, very delightful to read. Part the second","The mad pranks of Tom Tram, Son in Law to Mother Winter",,,Y,,circa,1780,1780-01-01,London,"Aldermary Church-Yard, Bow Lane, London",London,"Aldermary Church-Yard, Bow Lane, London, England","Bow Lane, London, England, United Kingdom",51.604098,-0.178272,,,,,,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CW0116612655/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=908ba728&pg=1
"The mad pranks of Tom Tram, son-in-law to Mother Winter. To which is added, his merry jests, odd conceits, and pleasant tales, very delightful to read. The first part","The mad pranks of Tom Tram, Son in Law to Mother Winter",,,Y,,circa,1780,1780-01-01,London,"Aldermary Church-Yard, Bow Lane, London",London,"Aldermary Church-Yard, Bow Lane, London, England","Bow Lane, London, England, United Kingdom",51.604098,-0.178272,,,,,,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CW0116784173/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=21af2ad7&pg=1
"A dialogue between honest John & loving Kate. With their contrivance for marriage, and way to get a livelihood: part the second",A dialogue between honest John & loving Kate,,,Y,,specified,1780,1780-01-01,,Wotton-Underedge,Gloucester,"Wotton-Underedge, Gloucester, England","Wotton under Edge, England, United Kingdom",51.63846,-2.353129,,,,,J. Bence,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CW0117218854/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=06746af8&pg=2
"A dialogue between honest John & loving Kate. With their contrivance for marriage, and way to get a livelihood. Part the first",A dialogue between honest John & loving Kate,,,Y,,specified,1780,1780-01-01,,Wotton-Underedge,Gloucester,"Wotton-Underedge, Gloucester","Wotton under Edge, England, United Kingdom",51.63846,-2.353129,,,,,J. Bence,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CW0117314043/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=ad8bfdb4&pg=1
"The Witty and entertaining exploits. Of George Buchanan, who was. Commonly called the king's fool: The whole six parts complete. To which is added witty and entertaining jests, &c.",The Witty and entertaining exploits. Of George Buchanan,,,Y,,circa,1780,1780-01-01,Edinburgh,Niddry’s-wynd ,Edinburgh,"Niddry’s-wynd , Edinburgh, Scotland","City of Edinburgh, Scotland, United Kingdom",55.92826,-3.275582,,,,,,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CB0130957815/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=22fb7fa1&pg=1
"The Life of the blessed Mary, mother of our Saviour Jesus Christ",,,,Y,,circa,1780,1780-01-01,London,Aldermary-Church-Yard London,London,"Aldermary-Church-Yard London, England, London, England","Aldermary Road, London, England, United Kingdom",51.41076,0.015634,,,,,,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CB0126794237/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=b45241be&pg=1
"The antient and new history of Buck-Haven in Fife shire. Wherein is contained the antiquities of their old dress. The bucky boat, with a flag of a green tree, with their dancing, willie and his trusty rapper. Their burges ticker, with a plan of their new college, with the noted sayings and exploits of wise willie in the brae, and witty eppie the ale-wife, and lingle tail'd Nancy. By Merry Andrew, at Tam-Tallan.... The bride of Bucky",The antient and new history of Buck-Haven in Fife shire,,,Y,1782,verified,1782,1782-01-01,,,Edinburgh,"Edinburgh, Scotland","City of Edinburgh, Scotland, United Kingdom",55.92826,-3.275582,,,Merry Andrew,,,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CB0126690866/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=dc4831ac&pg=1
"The history of Valentine and Orson : two sons of the emperor of Greece. Newly corrected and amended ; with new pictures, lively expressing the history",The history of Valentine and Orson,,,Y,"M,DCC,LXXXII",verified,1782,1782-01-01,Belfast,at the Bible and Crown in Bridge-Street,Belfast,"Bridge-Street, Belfast","Belfast, Northern Ireland, United Kingdom",54.599996,-5.971107,,,,James Magee,James Magee,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CW0111546328/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=e404d6fe&pg=1
"Saint Stephen's tripod: or, Mother Shipton in the lower H**se. Comprising a scheme of prophecy admonitory and epigramatic, formed on a mystic and denunciatory system of revelation; and delivered on the ancient principle of sybilline prescience and oracular inspiration. ",Saint Stephen's tripod,,,Y,MDCCLXXXII,verified,1782,1782-01-01,London,Fleet-Street,London,"Fleet-Street, London, England","Fleet Street, London, England, United Kingdom",51.514192,-0.106789,,,,,G. Kearsley,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CW0119732511/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=30a9fe5f&pg=1
"The ancient and new history of Buck-Haven in Fife shire. Wherein is contained the antiquities of their old dress. The Bucky boat, with a flag of a green tree, with their dancing, Willie and his trusty ... Their Burges Ticket, with a plan of their new College, with the noted sayings and exploits of Wise Willie in the brae, and Witty Eppie the ale-wise, and Lingle tail'd Nancy. By Merry Andrew, at Tam-Tallan",The ancient and new history of Buck-Haven in Fife shire,,,Y,1784,verified,1784,1784-01-01,,,Edinburgh,"Edinburgh, Scotland","City of Edinburgh, Scotland, United Kingdom",55.92826,-3.275582,,,Merry Andrew,,the booksellers in Great Britain and Ireland,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CW0125830935/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=8a2c1769&pg=1
The lost and undone son of perdition; or the life and death of Judas Iscariot,,,,Y,1784,verified,1784,1784-01-01,London,,London,"London, England","London, England, United Kingdom",51.509648,-0.099076,,,,,Andrew Hambleton ,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CW0121074933/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=a1897b45&pg=1
"Nixon's Cheshire prophecy at large. Printed from the Lady Cowper's correct copy, in the reign of Queen Anne. With historical and political remarks: and several instances wherein it is fulfilled. Also his life. By John Oldmixon, Esq.",Nixon's Cheshire prophecy at large,,,Y,,circa,1784,1784-01-01,London,"No. 104, St. John-Street, West-Smithfield",London,"104 St. John-Street, West-Smithfield, London, England","London, England, United Kingdom",51.509648,-0.099076,,,John Oldmixon,,H. Turpin,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CW0107755143/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=42df69a1&pg=2
"The Triumph of beauty and virtue: or, The memoirs of Miss Carolina Berdeau",,,,Y,,circa,1785,1785-01-01,Birmingham,"No. 23, in Bell-Street",Birmingham,"23 Bell-Street, Birmingham","Birmingham, England, United Kingdom",52.482098,-1.85944,,,,J. Hawkins,,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CB0126152367/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=aba9138c&pg=1
"The history of Thomas of Reading And other worthy Clothiers of England. Setting forth Their Mirth, great Riches, and Hospitality to the Poor; and the great Favour they gained with their Prince. Concluding with the woeful Death of Thomas of Reading, who was murdered by his Host",The history of Thomas of Reading And other worthy Clothiers of England,,,Y,,circa,1785,1785-01-01,,"Aldermary Church Yard, Bow Lane",London,"Aldermary Church Yard, Bow Lane, London, England","Bow Lane, London, England, United Kingdom",51.604098,-0.178272,,,,,,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CW0113885530/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=e3abd98e&pg=1
"The history of idle Jack Brown. Containing the merry story of the mountebank, with some account of the bay mare Smiler. Being the third part of the Two shoemakers",The history of idle Jack Brown,,,Y,,circa,1785,1785-01-01,Dublin,"No. 7, Capel-Street",Dublin,"7  Capel-Street, Dublin","7-8 Capel Street, Dublin, Ireland",53.346614,-6.267802,,,,"William Watson, and Son","William Watson, and Son",,Cheap Repository for Religious and Moral Tracts,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CW0114064892/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=d19dd5dd&pg=1
"The comical sayings of Pady from Cork, with his coat button'd behind. ... To which is added, his creed for all Romish believers. In all parts, carefully corrected by the author",The comical sayings of Pady from Cork,,,Y,M.DCC.LXXXV,verified,1785,1785-01-01,Falkirk,,Falkrik,"Falkrik, Scotland","Falkirk, Scotland, United Kingdom",55.986873,-3.787523,,,,Patrick Mair ,Patrick Mair ,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CW0114628615/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=ff32b591&pg=1
"The history of the tales of the fairies. Newly done from the French: containing I. The blue beard. II. The little red riding-hood. III. The master cat, or puss in boots. IV. The blue bird and Florina, shewing the Happiness of being good-natured in both Sexes. V. The fair indifferent, or the Hobgoblin Prince, and Furibon. VI Prince Avenant and the Beauty with Locks of Gold. shewing what Difficulties and Dangers Love will surmount. VII. The king o the peacocks and the Princess Rosetta; shewing the Vanity of Covetousness, Pride, and Envy. VIII. Prince Nonpariel [sic] and the Princess Brilliant; wherein is shewn, that outward Beauty is not the only Object that Love delights to dwell in. IX. The orange tree and its beloved Bee; shewing the happiness of those Lovers who shall find Constancy in perfection. Dedicated to the Ladies of Ireland",The history of the tales of the fairies,,,Y,,circa,1785,1785-01-01,Dublin,"28, Lower Bridge-Street",Dublin,"28 Lower Bridge-Street, Dublin, Ireland","28 Lower Hatch Street, Dublin, Ireland",53.334017,-6.256275,,,,R. Cross,,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CW0115504988/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=b6c3a29e&pg=3
The Whole life and death of Long Meg of Westminster,The Whole life and death of Long Meg of Westminster,,,Y,,circa,1785,1785-01-01,Wolverhampton,,Wolverhampton," Wolverhampton, England","City of Wolverhampton, England, United Kingdom",52.592715,-2.12251,,,,J. Smart,,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CB0126883211/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=111ae406&pg=1
"Fun upon fun: or, the comical merry tricks of Leper the Taylor. Part II",Fun upon fun,,,Y,MDCCLXXXVI,verified,1786,1786-01-01,Glasgow,,Glasgow,"Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,,,Company of Flying Stationers,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CW0125451388/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=6019f228&pg=1
"Tom Thumb's folio; or, a new penny play-thing for little giants. To which is prefixed, an abstract of the life of Mr. Thumb, And An Historical Account of the Wonderful Deeds he performed. Together with Some Anecdotes respecting Grumbo the Great Giant",Tom Thumb's folio,,,Y,1786,verified,1786,1786-01-01,London,St. Paul's Church-Yard,London,"St. Paul's Church-Yard, London, England","St Paul's Churchyard, London, England, United Kingdom",51.51295,-0.097038,,,,,T. Carnan,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CW0116392170/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=a5a2c45d&pg=2
"The Witty and entertaining exploits of George Buchanan, who was commonly called, the king's fool. The whole six parts compleat. To which is added witty and entertaining jests, &c.",The Witty and entertaining exploits of George Buchanan,,,Y,MDCCLXXXVI,verified,1786,1786-01-01,Glasgow,,Glasgow,"Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,,J. & M. Robertson,J. & M. Robertson,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CB0127581461/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=e581b891&pg=1
"The Witty and entertaining exploits of George Buchanan; who was commonly called, the king's fool: The whole six parts complete. Tc which is added, witty and entertaining jests, &c. &c.",The Witty and entertaining exploits of George Buchanan,,,Y,1787,verified,1787,1787-01-01,Edinburgh," foot of the Horse-Wynd, Cow-gate",Edinburgh,"Horse-Wynd, Cow-gate, Edinburgh, Scotland","City of Edinburgh, Scotland, United Kingdom",55.92826,-3.275582,,,,A. Robertson,A. Robertson,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CB0129955425/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=2a6fd27f&pg=1
"The dominie depos'd, or some reflections on his intrigue with a young lass, and what happened thereupon. Intermix'd with Advice to all Precentors, and Dominies. With the Sequel. By William Forbes, A. M. late Schoolmaster at Petercoulter. To which is added, an elegy on Maggy Johnston",The dominie depos'd,,,Y,MDCCLXXXVII.,verified,1787,1787-01-01,Glasgow,,Glasgow,"Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,William Forbes,J. & M. Robertson,J. & M. Robertson,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CW0115793750/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=4add6e6e&pg=1
"The Famous history of Valentine and Orson, the two songs of the Emperor of Greece. The twenty-second edition, revised and corrected. With an entire new set of cuts, giving a lively representation of the history",The Famous history of Valentine and Orson,,,Y,MDCCLXXXVII.,verified,1787,1787-01-01,London,"No. 28, Pater-Noster-Row",London,"28  Pater-Noster-Row, London, England","Paternoster Row, London, England, United Kingdom",51.51456,-0.097175,,,,,J. Bew,,,,,Twenty-second,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CB0126733966/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=0a270420&pg=6
"Boscobel: Or, The compleat history of His Sacred Majesty's most miraculous preservation after the battle of Worcester which was fought September 3, 1651",Boscobel,,,Y,1788,verified,1788,1788-01-01,Shiffnal,,Shiffnal,"Shiffnal, England","Shiffnall Street, Bolton, England, United Kingdom",53.576063,-2.423107,,,,W. Scarrott,,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CB0129997838/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=d503eebc&pg=3
"Ducks and green peas; or, the Newcastle rider: a farce of one act, founded in fact. Dramatis Personae. Mr. Manly, Lord Joseph, Landlord, Waiters, Mrs. Manly. scene, Harrogate",Ducks and green peas,,,Y,"M,DCC,LXXXVIII.",verified,1788,1788-01-01,Newcastle,,Newcastle,"Newcastle upon Tyne, England","Newcastle upon Tyne, England, United Kingdom",55.009551,-1.668049,,,,,,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CW0114523533/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=71625157&pg=1
"Fortunes and misfortunes of the famous Moll Flanders, Who was born in Newgate: and, during a life of continued variety for threescore years, besides her childhood, was twelve years a whore: five times a wife, (whereof once to her own brother) twelve years a thief: once condemned; and, seven years a transported felon in Virginia. At last, grew rich, lived honest, and died a penitent",Fortunes and misfortunes of the famous Moll Flanders,,,Y, MDCCLXXXVIII,verified,1788,1788-01-01,Falkirk,,Falkrik,"Falkrik, Scotland","Falkirk, Scotland, United Kingdom",55.986873,-3.787523,,,,Patrick Mair,Patrick Mair,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CB0126837862/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=3d999371&pg=1
The history of little Jack. Embellished with twenty-two beautiful cuts,The history of little Jack,,,Y,MDCCLXXXVIII.,verified,1788,1788-01-01,London,"opposite Burlington-House, Piccadilly",London,"Burlington-House, Piccadilly, London, England","Piccadilly, London, England, United Kingdom",51.505228,-0.145702,,Entered at Stationers' Hall,,,John Stockdale,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CB0131296969/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=a5bf156d&pg=2
"The history of Mary Ann Edwards, or, the capricious beauty. Containing, I. An account of her birth and parents, her education and growth in beauty, wit and understanding. II. Mr. Williams falls in love with her, she slights him, he writes a song on her, but she is still the same, he writes a letter, she answers it scornfully. III. He asks her father's leave to address her, he consults his daughter's affection, and finding she dislikes him, orders him not to come any more to the house; Mr. Williams attempts to drown himself, is prevented and restored, has a sever and is like a madman. IV. Mr. Edwards, and his daughter and family go to Bath, her fondness for admiration is described, which increases every day, at last falls in love with Captain B - d, as he does with her, obtains leave of her father to court her, is permitted. Letters from each other. V. Williams finds her out at Bath, sends a letter, which Captain B-d seeing, is jealous, sends her a letter, and she returns an impertinent answer, he finds out Williams, they fight a duel, and Williams is wounded. VI. Mary Ann elopes, and it is thought she has made away with herself, a strange discovery, a letter from her to Williams, another from Williams to Mr. Edwards, Mary Ann intends going abroad, and putting herself in a nunnery for life. Vii. Williams is married to a lady he was betrothed to before, and who had been lost to her friends for three years. Viii. Captain B----d goes in search of Mary Ann, enquires at all the sea ports but in vain, finds her at last by the direction of a letter at an Inn, very ill and in disguise, takes her home, they are married, and all parties are happy",The history of Mary Ann Edwards,,,Y,,circa,1790,1790-01-01,,,London,"London, England","London, England, United Kingdom",51.509648,-0.099076,,,,A. Hambleton,A. Hambleton,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CW0102687014/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=8482ac85&pg=1
"A garland of new songs, Containing. 1. The True Lovers Yoke, 2. unconstant lover, 3. The Sportsmans Delight, 4. Guardian Angels",A garland of new songs,,,Y,,circa,1790,1790-01-01,Darlington,,Darlington,"Darlington, England","Darlington, England, United Kingdom",54.540219,-1.517183,,,,W. Appleton,W. Appleton,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CW0111067469/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=972cd6b6&pg=1
"A garland of new songs, containing 1 The Four Saints. 2 Hearts of Oak. 3 The Cuckoo. 4 Mr. Mullins and Miss Whack",,,,Y,,circa,1790,1790-01-01,Newcastle,,Newcastle,"Newcastle upon Tyne, England","Newcastle upon Tyne, England, United Kingdom",55.009551,-1.668049,,,,M. Angus and Son,,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CW0112139187/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=3ff2b3dd&pg=1
"The scots piper's queries, or John Falkirk's carriches. To which is added his comical and witty jokes. When in Courtship with an old Fiddler's Widow, who wanted all the teeth. With a copy of a Love Letter he sent to her, who was commonly called Flinging Betty","The scots piper's queries, or John Falkirk's carriches",,,Y,,circa,1790,1790-01-01,Edinburgh,,Edinburgh,"Edinburgh, Scotland","City of Edinburgh, Scotland, United Kingdom",55.92826,-3.275582,,,,J. Morren,,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CW0113254888/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=86d8cede&pg=1
"A garland of new songs, containing 1 The old ram of Derby. 2. The soldier's adieu. 3 Sir James the Rose",A garland of new songs,,,Y,,circa,1790,1790-01-01,,,Newcastle upon Tyne,"Newcastle upon Tyne, England","Newcastle upon Tyne, England, United Kingdom",55.009551,-1.668049,,,,Angus,,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CW0114730867/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=6cbf9aa3&pg=8
"A garland of new songs, containing, 1 The Maid of Lodi. 2 A Peep at the Forty Thieves. 3 Nobody comes to marry me. 4 Seven Ages",A garland of new songs,,,Y,,circa,1790,1790-01-01,Newcastle,,Newcastle upon Tyne,"Newcastle upon Tyne, England","Newcastle upon Tyne, England, United Kingdom",55.009551,-1.668049,,,,M. Angus and Son,,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CW0114730891/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=9a893e19&pg=1
The history of children in the wood; or murder revenged,,,,Y,,circa,1790,1790-01-01,Wotton Underedge,,Wotton-Underedge,"Wotton-Underedge, England","Wotton under Edge, England, United Kingdom",51.63846,-2.353129,,,,,J. Bence,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CW0115646667/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=3cb363f2&pg=1
"The witty and entertaining exploits of George Buchanan, who was commonly called the King's fool. In Six Parts Complete. To which is added, Several Witty and Entertaining Jests",The witty and entertaining exploits of George Buchanan,,,Y,"M,DCC,XCIX",verified,1790,1790-01-01,Stirling,,Stirling,"Stirling, Scotland","Stirling, Scotland, United Kingdom",56.281067,-4.436736,,,,C. Randall,C. Randall,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CW0115999680/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=96057a90&pg=1
"The second part of Jack and the giants, giving, a full account of his victorious conquests over the north country giants",,,,Y,,circa,1790,1790-01-01,Newcastle,,Newcastle upon Tyne,"Newcastle upon Tyne, England","Newcastle upon Tyne, England, United Kingdom",55.009551,-1.668049,,,,M. Angus & Son,,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CW0116370244/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=569cd931&pg=1
"The famous and memorable history of the battle on Chevy-Chace, Between Earl Piercy, with fifteen hundred English, and Earl Douglas, with two thousand Scots; in which both these Earls, and most of their men were slain. To which is added, An old Ballad on the same Subject. Embellished with beautiful Engravings of the most remarkable Incidents in this important History",,,,Y,,circa,1790,1790-01-01,Newcastle,,Newcastle,"Newcastle upon Tyne, England","Newcastle upon Tyne, England, United Kingdom",55.009551,-1.668049,,,,M. Angus & Son,,,,,,,Eighteenth Century Collections Online,https://link.gale.com/apps/doc/CW0116587508/ECCO?u=txshracd2579&sid=bookmark-ECCO&xid=08d43ff1&pg=1
